2.197612652000000E+00	2.203064459000000E+00	2.213433582000000E+00	2.224465473000000E+00	2.231713169000000E+00	2.227586900000000E+00	2.183993825000000E+00	2.147990520000000E+00	2.120156373000000E+00	2.054662000000000E+00	1.997559134000000E+00	1.945536069000000E+00	1.852992182000000E+00	1.750771873000000E+00	1.630889847000000E+00	1.480633774000000E+00	1.281694135000000E+00	1.311371206000000E+00	1.060656506000000E+00	9.374435330000000E-01	8.642268360000000E-01	8.147009120000000E-01	7.690233230000000E-01	7.131519230000000E-01	6.652080920000000E-01	6.219635050000000E-01	5.705476220000000E-01	5.266338520000000E-01	4.851637750000000E-01	4.382162350000000E-01	3.985185290000000E-01	3.778700780000000E-01	4.121052870000000E-01	6.014796770000000E-01
2.202551348000000E+00	2.212279081000000E+00	2.239666393000000E+00	2.273724152000000E+00	2.302437001000000E+00	2.370424239000000E+00	2.254632138000000E+00	2.213754276000000E+00	2.247812034000000E+00	2.118471658000000E+00	2.062717847000000E+00	2.072231784000000E+00	1.916921566000000E+00	1.795566483000000E+00	1.655076628000000E+00	1.492031257000000E+00	1.280736328000000E+00	1.295428413000000E+00	1.343395761000000E+00	1.170746659000000E+00	1.093852665000000E+00	1.049271850000000E+00	1.046340702000000E+00	9.199614060000000E-01	8.516620250000000E-01	8.392725260000000E-01	7.331525710000000E-01	6.724408230000000E-01	6.580288110000000E-01	5.677704070000000E-01	5.044375150000000E-01	4.706234850000000E-01	5.174940580000000E-01	5.921624320000000E-01
2.209307312000000E+00	2.239345699000000E+00	2.312335772000000E+00	2.443649488000000E+00	2.472148541000000E+00	0.000000000000000E+00	2.383594094000000E+00	2.334955425000000E+00	0.000000000000000E+00	2.239987088000000E+00	2.177366138000000E+00	0.000000000000000E+00	2.058339298000000E+00	1.929229822000000E+00	1.711076305000000E+00	1.510308707000000E+00	1.284030929000000E+00	1.288332512000000E+00	1.318898976000000E+00	1.175274865000000E+00	1.175944048000000E+00	1.121246391000000E+00	0.000000000000000E+00	9.487255660000000E-01	8.719277800000000E-01	0.000000000000000E+00	7.556225680000000E-01	6.882681660000000E-01	0.000000000000000E+00	6.070362440000000E-01	5.427049230000000E-01	4.764708150000000E-01	5.082281250000000E-01	5.872857380000000E-01
2.222519926000000E+00	2.275755217000000E+00	2.444504674000000E+00	0.000000000000000E+00	2.497697205000000E+00	2.453612398000000E+00	2.295616898000000E+00	2.243258172000000E+00	2.294547916000000E+00	2.150962289000000E+00	2.098804532000000E+00	2.144484260000000E+00	2.078652089000000E+00	0.000000000000000E+00	1.813241027000000E+00	1.541208693000000E+00	1.292383953000000E+00	1.291086209000000E+00	1.334424866000000E+00	1.262642743000000E+00	0.000000000000000E+00	1.114077799000000E+00	1.128739953000000E+00	9.589257900000000E-01	8.815464780000000E-01	8.792225120000000E-01	7.592228980000000E-01	6.976431360000000E-01	7.026203150000000E-01	5.902126100000000E-01	0.000000000000000E+00	5.150653320000000E-01	5.135174460000000E-01	5.880960260000000E-01
2.230002799000000E+00	2.303249427000000E+00	2.472426477000000E+00	2.497633066000000E+00	2.399671580000000E+00	2.426951994000000E+00	2.278192495000000E+00	2.229553826000000E+00	2.276439365000000E+00	2.137309254000000E+00	2.085138670000000E+00	2.121997160000000E+00	1.999092054000000E+00	1.972955450000000E+00	1.831717308000000E+00	1.561333343000000E+00	1.296142492000000E+00	1.293611144000000E+00	1.357367352000000E+00	1.288097336000000E+00	1.179300651000000E+00	1.141161520000000E+00	1.083607544000000E+00	9.265292290000000E-01	8.556920860000000E-01	8.548796600000000E-01	7.377598830000000E-01	6.767338530000000E-01	6.759898420000000E-01	6.106151950000000E-01	5.391687320000000E-01	5.217272260000000E-01	5.217999170000000E-01	5.863364820000000E-01
2.229553826000000E+00	2.372220129000000E+00	0.000000000000000E+00	2.455151732000000E+00	2.426866475000000E+00	0.000000000000000E+00	2.343699696000000E+00	2.298332111000000E+00	0.000000000000000E+00	2.205287941000000E+00	2.150064344000000E+00	0.000000000000000E+00	2.027824145000000E+00	1.940030813000000E+00	0.000000000000000E+00	1.614151731000000E+00	1.297887071000000E+00	1.293251966000000E+00	1.423064832000000E+00	0.000000000000000E+00	1.281910070000000E+00	1.142395125000000E+00	0.000000000000000E+00	9.828538770000000E-01	9.021115490000000E-01	0.000000000000000E+00	7.854685380000000E-01	7.126495020000000E-01	0.000000000000000E+00	6.197357470000000E-01	5.784730520000000E-01	0.000000000000000E+00	5.480049350000000E-01	5.887224490000000E-01
2.181043435000000E+00	2.254054888000000E+00	2.381905103000000E+00	2.295958972000000E+00	2.276674541000000E+00	2.347163197000000E+00	2.215272230000000E+00	2.172598479000000E+00	2.224080640000000E+00	2.084174448000000E+00	2.027321724000000E+00	2.055241389000000E+00	1.901000152000000E+00	1.814008556000000E+00	1.766667631000000E+00	1.529832590000000E+00	1.276370606000000E+00	1.272601377000000E+00	1.332366007000000E+00	1.224896998000000E+00	1.146335392000000E+00	1.038133061000000E+00	1.037316359000000E+00	8.993664040000000E-01	8.322151090000000E-01	8.339425830000000E-01	7.227727590000000E-01	6.605580220000000E-01	6.544691020000000E-01	5.620299750000000E-01	5.221954400000000E-01	4.886956900000000E-01	5.135751710000000E-01	5.793645830000000E-01
2.145467723000000E+00	2.212065285000000E+00	2.334720249000000E+00	2.245909247000000E+00	2.231114540000000E+00	2.301004565000000E+00	2.178135805000000E+00	2.138369684000000E+00	2.184656593000000E+00	2.047206922000000E+00	1.993494866000000E+00	2.015723272000000E+00	1.864665463000000E+00	1.776305570000000E+00	1.733294021000000E+00	1.505647947000000E+00	1.255238975000000E+00	1.253800126000000E+00	1.311358378000000E+00	1.198341353000000E+00	1.123014486000000E+00	1.018128136000000E+00	1.017972065000000E+00	8.885055490000000E-01	8.216300520000000E-01	8.223270280000000E-01	7.115676920000000E-01	6.527202480000000E-01	6.448974390000000E-01	5.514149870000000E-01	5.139984880000000E-01	4.805564630000000E-01	5.099534610000000E-01	5.753430740000000E-01
2.118614902000000E+00	2.250527248000000E+00	0.000000000000000E+00	2.291276832000000E+00	2.276182810000000E+00	0.000000000000000E+00	2.225128242000000E+00	2.186773177000000E+00	0.000000000000000E+00	2.096593878000000E+00	2.036683866000000E+00	0.000000000000000E+00	1.904929729000000E+00	1.813636551000000E+00	0.000000000000000E+00	1.538420789000000E+00	1.244720195000000E+00	1.242887960000000E+00	1.358261021000000E+00	0.000000000000000E+00	1.187508292000000E+00	1.072699654000000E+00	0.000000000000000E+00	9.436564550000000E-01	8.714788080000000E-01	0.000000000000000E+00	7.575274930000000E-01	6.902799900000000E-01	0.000000000000000E+00	5.896973610000000E-01	5.413280750000000E-01	0.000000000000000E+00	5.309675040000000E-01	5.720997830000000E-01
2.052568934000000E+00	2.119991750000000E+00	2.235882198000000E+00	2.148118798000000E+00	2.134142930000000E+00	2.206998312000000E+00	2.087321530000000E+00	2.050837184000000E+00	2.098118246000000E+00	1.965945068000000E+00	1.915824791000000E+00	1.939346665000000E+00	1.792870511000000E+00	1.707206591000000E+00	1.672118334000000E+00	1.451181189000000E+00	1.212101286000000E+00	1.209619111000000E+00	1.267196605000000E+00	1.162451361000000E+00	1.088757898000000E+00	9.874034630000000E-01	9.896868080000000E-01	8.628521250000000E-01	8.012381560000000E-01	8.036070200000000E-01	6.962791160000000E-01	6.374722920000000E-01	6.300236280000000E-01	5.407615150000000E-01	5.015405750000000E-01	4.708672130000000E-01	4.967750540000000E-01	5.633020640000000E-01
2.000770355000000E+00	2.061928938000000E+00	2.180936537000000E+00	2.097551686000000E+00	2.084437418000000E+00	2.146044973000000E+00	2.027854076000000E+00	1.996550015000000E+00	2.039882259000000E+00	1.915258230000000E+00	1.865920447000000E+00	1.892016429000000E+00	1.751806647000000E+00	1.672336407000000E+00	1.632858911000000E+00	1.418572971000000E+00	1.185357501000000E+00	1.184784527000000E+00	1.242595059000000E+00	1.143126309000000E+00	1.071660604000000E+00	9.744987160000000E-01	9.726279980000000E-01	8.479868650000000E-01	7.881196120000000E-01	7.897102570000000E-01	6.819975200000000E-01	6.286061580000000E-01	6.224124780000000E-01	5.352455690000000E-01	4.990541230000000E-01	4.681284820000000E-01	4.924285740000000E-01	5.578502570000000E-01
1.949544750000000E+00	2.070532103000000E+00	0.000000000000000E+00	2.141533870000000E+00	2.121402806000000E+00	0.000000000000000E+00	2.054242960000000E+00	2.016527146000000E+00	0.000000000000000E+00	1.938985349000000E+00	1.889613358000000E+00	0.000000000000000E+00	1.790747514000000E+00	1.717477368000000E+00	0.000000000000000E+00	1.438458169000000E+00	1.165705341000000E+00	1.166289005000000E+00	1.287248564000000E+00	0.000000000000000E+00	1.160398916000000E+00	1.043601971000000E+00	0.000000000000000E+00	9.053078040000000E-01	8.314176490000000E-01	0.000000000000000E+00	7.270273060000000E-01	6.659585180000000E-01	0.000000000000000E+00	5.804613580000000E-01	5.402569550000000E-01	0.000000000000000E+00	5.169916370000000E-01	5.540746130000000E-01
1.857313006000000E+00	1.920432102000000E+00	2.060250637000000E+00	2.079545757000000E+00	2.002478588000000E+00	2.025318452000000E+00	1.902943561000000E+00	1.866852599000000E+00	1.907854463000000E+00	1.792030292000000E+00	1.752659694000000E+00	1.791848565000000E+00	1.690143505000000E+00	1.671506877000000E+00	1.563965176000000E+00	1.338472031000000E+00	1.117060258000000E+00	1.120562242000000E+00	1.185635436000000E+00	1.134424797000000E+00	1.042537265000000E+00	1.015177747000000E+00	9.691816010000000E-01	8.328287040000000E-01	7.695834690000000E-01	7.718518480000000E-01	6.714338420000000E-01	6.178778570000000E-01	6.218844010000000E-01	5.599304950000000E-01	4.954324130000000E-01	4.774606920000000E-01	4.817793780000000E-01	5.412126250000000E-01
1.753859092000000E+00	1.796180079000000E+00	1.932483802000000E+00	0.000000000000000E+00	1.975146863000000E+00	1.938996039000000E+00	1.816185003000000E+00	1.779572379000000E+00	1.816843496000000E+00	1.706543822000000E+00	1.674249884000000E+00	1.717126741000000E+00	1.670713692000000E+00	0.000000000000000E+00	1.478459465000000E+00	1.260724989000000E+00	1.066448249000000E+00	1.074884653000000E+00	1.124295127000000E+00	1.076122534000000E+00	0.000000000000000E+00	9.644994610000000E-01	9.849383920000000E-01	8.375600180000000E-01	7.746376150000000E-01	7.740090530000000E-01	6.737193250000000E-01	6.251554850000000E-01	6.335576810000000E-01	5.322053850000000E-01	0.000000000000000E+00	4.667045980000000E-01	4.673951600000000E-01	5.330285010000000E-01
1.634317002000000E+00	1.653821643000000E+00	1.712979092000000E+00	1.814709808000000E+00	1.831471442000000E+00	0.000000000000000E+00	1.766917773000000E+00	1.736922145000000E+00	0.000000000000000E+00	1.671795502000000E+00	1.636202686000000E+00	0.000000000000000E+00	1.562618259000000E+00	1.477176687000000E+00	1.317847098000000E+00	1.173810360000000E+00	1.013805174000000E+00	1.033284159000000E+00	1.083081605000000E+00	9.830826390000000E-01	9.994637150000000E-01	9.604800890000000E-01	0.000000000000000E+00	8.246060970000000E-01	7.601315330000000E-01	0.000000000000000E+00	6.680815150000000E-01	6.131978550000000E-01	0.000000000000000E+00	5.463223580000000E-01	4.893734250000000E-01	4.305131520000000E-01	4.585867510000000E-01	5.268198550000000E-01
1.486498208000000E+00	1.494483502000000E+00	1.514118558000000E+00	1.538700862000000E+00	1.561421000000000E+00	1.613533859000000E+00	1.533719407000000E+00	1.506539478000000E+00	1.539098523000000E+00	1.452076996000000E+00	1.419359741000000E+00	1.437812504000000E+00	1.336024063000000E+00	1.261965008000000E+00	1.175601974000000E+00	1.080988538000000E+00	9.547353820000000E-01	1.004842831000000E+00	1.088144302000000E+00	9.846540420000000E-01	9.436521790000000E-01	9.159035510000000E-01	9.235446320000000E-01	8.188100780000000E-01	7.654999590000000E-01	7.599583570000000E-01	6.689794600000000E-01	6.179740650000000E-01	6.070554860000000E-01	5.282031170000000E-01	4.721029560000000E-01	4.404033710000000E-01	4.781533920000000E-01	5.379479550000000E-01
1.283132985000000E+00	1.281508132000000E+00	1.286352758000000E+00	1.293307553000000E+00	1.297324786000000E+00	1.299950205000000E+00	1.278326843000000E+00	1.259309658000000E+00	1.245936696000000E+00	1.213747518000000E+00	1.183803202000000E+00	1.164967744000000E+00	1.116681839000000E+00	1.067583507000000E+00	1.011848938000000E+00	9.541410280000000E-01	8.786260200000000E-01	1.014797189000000E+00	9.101973270000000E-01	8.536203990000000E-01	8.195476750000000E-01	7.873841530000000E-01	7.559069170000000E-01	7.096242830000000E-01	6.675427480000000E-01	6.308788130000000E-01	5.837196150000000E-01	5.413858000000000E-01	5.055727740000000E-01	4.605408490000000E-01	4.208089360000000E-01	3.971523700000000E-01	4.227630350000000E-01	5.780048380000000E-01
1.311371206000000E+00	1.295428413000000E+00	1.288332512000000E+00	1.291086209000000E+00	1.293611144000000E+00	1.293251966000000E+00	1.272601377000000E+00	1.253800126000000E+00	1.242887960000000E+00	1.209619111000000E+00	1.184784527000000E+00	1.166289005000000E+00	1.120562242000000E+00	1.074884653000000E+00	1.033284159000000E+00	1.004842831000000E+00	1.014797189000000E+00	7.955062760000000E-01	7.908946890000000E-01	7.730790390000000E-01	7.509019440000000E-01	7.273993120000000E-01	7.012092590000000E-01	6.615927960000000E-01	6.233296640000000E-01	5.880810600000000E-01	5.453880680000000E-01	5.066973430000000E-01	4.723445460000000E-01	4.313469580000000E-01	3.955125520000000E-01	3.762345360000000E-01	3.921110520000000E-01	5.029345270000000E-01
1.060656506000000E+00	1.343395761000000E+00	1.318898976000000E+00	1.334424866000000E+00	1.357367352000000E+00	1.423064832000000E+00	1.332366007000000E+00	1.311358378000000E+00	1.358261021000000E+00	1.267196605000000E+00	1.242595059000000E+00	1.287248564000000E+00	1.185635436000000E+00	1.124295127000000E+00	1.083081605000000E+00	1.088144302000000E+00	9.101973270000000E-01	7.919871880000000E-01	8.266008170000000E-01	8.311033680000000E-01	8.274944860000000E-01	8.118681110000000E-01	8.072201780000000E-01	7.400710210000000E-01	6.968328480000000E-01	6.799258330000000E-01	6.129434370000000E-01	5.718304000000000E-01	5.476436190000000E-01	4.861664790000000E-01	4.435932130000000E-01	4.144142870000000E-01	4.243836110000000E-01	5.294516880000000E-01
9.374435330000000E-01	1.170746659000000E+00	1.175274865000000E+00	1.262642743000000E+00	1.288097336000000E+00	0.000000000000000E+00	1.224896998000000E+00	1.198341353000000E+00	0.000000000000000E+00	1.162451361000000E+00	1.143126309000000E+00	0.000000000000000E+00	1.134424797000000E+00	1.076122534000000E+00	9.830826390000000E-01	9.846540420000000E-01	8.536203990000000E-01	7.714263940000000E-01	8.313406820000000E-01	8.656977550000000E-01	9.015578160000000E-01	8.875456040000000E-01	0.000000000000000E+00	7.998677220000000E-01	7.533007390000000E-01	0.000000000000000E+00	6.644747710000000E-01	6.179676520000000E-01	0.000000000000000E+00	5.373300830000000E-01	4.908935170000000E-01	4.406770310000000E-01	4.378976780000000E-01	5.361563410000000E-01
